,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-4310mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,C4F10,C5F12,C6F14,C7F16,C8F18
historical_best,1.0796919546538561,1.0652573533271732,1.141060082393936,1.8954982834006036,0.8459319796557924,0.9066897792157765,1.1002417481829396,1.0689865827294092,1.0941577245334568,0.9741019670158929,0.959560340699767,1.0275088698387087,7.454079574320814,1.0511635354403748,0.9840914485077238,1.3422851690271596,1.5056102967004477,1.7189422835811548,1.6794553566444546,1.002561319932764,1.0062370293548473,1.0038666679438375,1.000573098158411,0.9983126731667102,0.9977083365973911,0.9971074207650552,1.0060092378709318,1.075602509078904,1.0125641430344605,0.9698712666931187,0.9569220195566334,0.9833262333281603,1.0083788860513707,1.0159466341483363,1.0002009318213214,1.0064169997896069,1.70662740762368,1.7472712050715058,1.2164285367244405,1.3660062474697463,1.5406047341654379
